# RxNorm current prescribable content 2026-09-08: 79604 FDA products keyed by labeler-product digits, their RXCUI, and the clinical drug a brand is a tradename of. Courtesy of the U.S. National Library of Medicine (NLM), National Institutes of Health, Department of Health and Human Services; NLM is not responsible for the product and does not endorse or recommend this or any other product.
000692151	2697146	2697139
000692299	2058932	2058930
000692522	2644891	2644885
000692650	207772	1812011
000692660	207773	1812013
000693060	212446	308460
000693070	226827	248656
000693120	105260	141963
000693130	105260	141963
000693140	105260	141963
000693150	1668240	1668238
000693358	1790100	
000693500	2637980	2637974
000694031	1790099	
000694061	212446	308460
000694190	581645	577033
000694200	213269	314228
000694205	1790097	
000694210	213270	312950
000694220	213271	314229
000694494	2644894	2644893
000695045	2587899	2587898
000695317	2599543	2599542
000695321	2587899	2587898
000695434	2599543	2599542
000695450	2704987	2704986
000695471	1670201	1670200
000695474	1670197	1670195
000695629	1790097	
000695800	284404	310003
000695810	284405	310004
000695820	285016	310005
000695886	197863	
000696001	1670197	1670195
000696180	750227	597977
000696323	750231	597980
000696565	750235	597984
000696747	750239	404011
000697232	750203	597967
000697476	750211	404013
000697654	750207	597990
000697810	750199	597987
000698140	1148506	1148504
000698141	1148502	1148498
000698730	2168540	2168534
000710007	1313887	1313885
000710237	201737	197682
000710350	104836	312347
000710525	207088	197949
000710737	205751	310459
000710805	105029	310431
000711018	607028	483444
000712012	351973	283523
000712418	755357	251322
000740038	2049858	2049852
000740039	2049862	2049860
000740124	1921240	1921238
000740243	1726846	1726844
000740282	2744309	2744303
000740501	2695789	2695782
000740554	1872980	1872979
000740561	1747577	1747572
000740566	1747579	1747574
000740576	1747567	1747561
000740579	1747580	1747575
000740616	1921017	1921016
000740817	1921010	1921009
000741017	2371768	2371767
000741040	861715	259034
000741043	2596960	2596957
000741044	2714255	2714253
000741050	2540699	2540698
000741055	2714251	2714245
000741065	2613759	2613758
000741070	2604628	2604625
000741539	1921468	1921467
000741658	213298	200321
000742100	2540695	2540692
000742108	2639743	2639742
000742282	1115449	1115447
000742306	2196900	2196894
000742310	2590054	2590051
000742320	2681019	2681015
000742340	900577	900575
000742440	1115456	1115454
000742540	1855524	1855523
000742600	2557910	2557906
000742625	1940709	1940703
000743008	847745	746645
000743012	1599852	1599846
000743108	835896	835894
000743109	835835	241834
000743346	1115468	1115467
000743399	1926069	1926066
000743473	1115259	1115257
000743575	2639669	2639668
000743641	1115459	1115457
000743642	1115464	1115462
000743663	1115473	1115472
000743683	1946522	1946521
000743727	966271	966270
000743779	2639750	2639749
000743799	727705	727703
000743878	2705360	2705355
000743956	847749	311369
000744014	847741	597730
000744059	2745415	2745412
000744339	1655728	1655726
000744341	966158	966220
000744456	541963	200243
000744552	966247	966221
000744637	352076	1736931
000745015	2604622	2604618
000745182	966171	966222
000746114	1099598	1099596
000746594	966282	966253
000746624	966250	892246
000747040	2632997	2632994
000747042	2632997	2632994
000747068	966191	966224
000747069	966201	966225
000747070	966205	966249
000747094	2571850	2571848
